PurchaseHistoryId,ProductId,Quantity,PricePerQuantity,TimeOfTheDay
1501,7,1,17587,
1501,3,1,15327,
1501,3,1,15327,
1501,7,1,17587,
1501,11,1,7947,
1501,1,1,320,
1501,7,1,17587,
1501,12,1,9206,
1501,4,1,25649,22:16:14
1501,14,1,10516,22:32:22
1501,1,1,320,22:56:32
1502,2,1,12642,
1502,2,1,12642,
1503,14,1,10516,
1503,10,1,25049,13:15:35
1504,13,1,16703,
1504,6,1,7436,
1504,5,1,19811,
1504,5,1,19811,20:17:17
1504,10,1,25049,20:54:43
1504,2,1,12642,20:55:19
1504,5,1,19811,20:55:34
1504,8,1,16864,20:58:29
1505,7,1,17587,
1506,9,1,3662,
1506,13,1,16703,
1506,9,1,3662,
1506,13,1,16703,
1506,9,1,3662,
1506,13,1,16703,
1506,13,1,16703,
1506,1,1,320,3:27:42
1506,2,1,12642,3:44:22
1506,11,1,7947,3:49:25
1507,1,1,320,
1507,6,1,7436,
1508,4,1,25649,
1508,1,1,320,
1508,11,1,7947,11:10:19
1508,5,1,19811,11:17:34
1509,9,1,3662,
1509,1,1,320,8:27:55
1510,8,1,16864,
1510,3,1,15327,
1510,9,1,3662,
1510,11,1,7947,
1510,2,1,12642,
1510,14,1,10516,
1510,2,1,12642,
1510,10,1,25049,6:01:44
1510,5,1,19811,6:05:50
1510,2,1,12642,6:16:29
1510,8,1,16864,6:25:53
1510,7,1,17587,6:26:46
1510,13,1,16703,
1511,4,1,25649,
1511,8,1,16864,
1511,5,1,19811,
1511,9,1,3662,
1511,7,1,17587,23:27:09
1511,14,1,10516,23:34:46
1512,1,1,320,
1512,5,1,19811,
1512,2,1,12642,
1512,8,1,16864,
1512,3,1,15327,
1512,7,1,17587,22:27:05
1512,9,1,3662,22:30:46
1512,7,1,17587,22:31:25
1512,6,1,7436,22:35:27
1512,2,1,12642,22:40:49
1512,8,1,16864,22:42:13
1512,14,1,10516,22:55:08
1513,5,1,19811,
1513,9,1,3662,11:14:42
1513,4,1,25649,11:22:53
1514,6,1,7436,
1514,6,1,7436,
1514,7,1,17587,
1514,10,1,25049,
1514,3,1,15327,21:21:12
1514,4,1,25649,21:21:25
1514,11,1,7947,21:25:45
1515,12,1,9206,
1515,1,1,320,
1515,10,1,25049,
1515,3,1,15327,1:16:23
1515,10,1,25049,1:17:56
1515,7,1,17587,1:19:35
1515,10,1,25049,1:25:21
1515,5,1,19811,1:36:33
1515,7,1,17587,1:38:59
1516,9,1,3662,
1516,5,1,19811,
1516,1,1,320,
1516,10,1,25049,
1516,11,1,7947,
1516,4,1,25649,9:26:21
1517,10,1,25049,
1517,2,1,12642,
1517,3,1,15327,
1517,9,1,3662,
1517,2,1,12642,
1517,7,1,17587,
1517,8,1,16864,20:02:50
1517,10,1,25049,20:04:30
1517,3,1,15327,20:09:51
1517,12,1,9206,20:11:30
1517,9,1,3662,20:21:22
1517,9,1,3662,20:31:58
1518,4,1,25649,
1518,6,1,7436,
1519,7,1,17587,
1519,4,1,25649,
1519,12,1,9206,
1519,9,1,3662,2:08:43
1519,8,1,16864,2:15:33
1519,12,1,9206,2:23:17
1519,3,1,15327,2:32:54
1519,1,1,320,2:43:55
1520,6,1,7436,
1520,13,1,16703,
1520,12,1,9206,
1520,3,1,15327,
1520,12,1,9206,7:44:06
1520,1,1,320,7:52:47
1521,9,1,3662,
1521,13,1,16703,
1521,5,1,19811,18:10:55
1521,5,1,19811,18:44:37
1522,9,1,3662,
1522,1,1,320,20:56:39
1523,9,1,3662,
1523,11,1,7947,
1523,2,1,12642,
1523,12,1,9206,17:07:01
1523,11,1,7947,17:13:52
1523,7,1,17587,17:47:08
1523,2,1,12642,17:55:07
1523,11,1,7947,17:56:53
1524,5,1,19811,7:29:13
1524,13,1,16703,
1525,6,1,7436,
1525,8,1,16864,
1525,8,1,16864,
1525,11,1,7947,13:27:14
1526,4,1,25649,
1526,2,1,12642,
1526,7,1,17587,
1526,13,1,16703,
1526,5,1,19811,
1526,3,1,15327,
1526,3,1,15327,2:20:33
1526,6,1,7436,2:39:38
1526,9,1,3662,2:52:15
1526,9,1,3662,2:56:35
1527,9,1,3662,
1527,8,1,16864,
1527,12,1,9206,
1527,13,1,16703,
1527,10,1,25049,
1527,3,1,15327,15:02:10
1527,12,1,9206,15:47:20
1527,10,1,25049,15:53:39
1528,1,1,320,
1528,6,1,7436,
1528,9,1,3662,
1528,12,1,9206,
1529,11,1,7947,
1529,4,1,25649,3:01:33
1529,2,1,12642,3:08:15
1529,1,1,320,3:13:19
1530,8,1,16864,
1530,12,1,9206,3:42:18
1531,5,1,19811,
1531,13,1,16703,
1531,10,1,25049,
1531,2,1,12642,
1531,8,1,16864,8:04:29
1531,3,1,15327,8:09:19
1531,10,1,25049,8:14:56
1531,6,1,7436,8:21:42
1531,12,1,9206,8:38:03
1531,5,1,19811,8:56:31
1532,12,1,9206,
1532,8,1,16864,
1532,11,1,7947,
1532,10,1,25049,
1532,11,1,7947,
1532,12,1,9206,2:03:28
1532,2,1,12642,2:12:14
1532,10,1,25049,2:14:04
1532,4,1,25649,2:59:40
1533,10,1,25049,
1533,9,1,3662,
1533,3,1,15327,
1533,3,1,15327,
1533,11,1,7947,18:19:10
1533,8,1,16864,18:24:37
1533,6,1,7436,18:32:49
1533,2,1,12642,18:54:08
1534,3,1,15327,
1534,12,1,9206,
1534,11,1,7947,
1534,2,1,12642,8:06:58
1534,13,1,16703,
1534,4,1,25649,8:11:32
1534,6,1,7436,8:37:02
1534,1,1,320,8:51:52
1535,1,1,320,
1535,9,1,3662,
1535,9,1,3662,8:14:44
1535,10,1,25049,8:25:53
1535,2,1,12642,8:26:53
1535,11,1,7947,8:44:35
1535,1,1,320,8:45:11
1535,2,1,12642,8:46:57
1536,9,1,3662,
1536,13,1,16703,
1536,7,1,17587,
1536,1,1,320,21:11:58
1536,4,1,25649,21:35:31
1536,5,1,19811,21:41:39
1536,1,1,320,21:48:33
1536,11,1,7947,21:54:34
1536,13,1,16703,
1537,5,1,19811,
1537,4,1,25649,
1537,7,1,17587,
1537,5,1,19811,
1537,6,1,7436,
1537,5,1,19811,
1537,3,1,15327,
1537,12,1,9206,
1537,7,1,17587,
1537,12,1,9206,
1537,9,1,3662,12:21:27
1537,10,1,25049,12:23:59
1537,9,1,3662,12:58:19
1538,4,1,25649,
1538,3,1,15327,
1538,4,1,25649,
1538,12,1,9206,6:40:26
1538,6,1,7436,6:43:10
1539,11,1,7947,
1539,13,1,16703,
1539,4,1,25649,7:21:25
1539,7,1,17587,7:31:09
1539,7,1,17587,7:32:19
1540,6,1,7436,
1540,11,1,7947,20:34:51
1541,4,1,25649,
1541,6,1,7436,19:01:53
1542,7,1,17587,
1543,4,1,25649,
1543,9,1,3662,
1543,12,1,9206,
1543,6,1,7436,
1543,13,1,16703,
1543,3,1,15327,
1543,13,1,16703,
1543,1,1,320,8:29:08
1544,7,1,17587,
1544,11,1,7947,12:21:02
1544,9,1,3662,12:29:16
1545,3,1,15327,
1545,8,1,16864,
1545,7,1,17587,
1545,7,1,17587,
1545,7,1,17587,15:02:03
1545,7,1,17587,15:33:23
1545,11,1,7947,15:48:56
1545,6,1,7436,15:53:09
1546,6,1,7436,
1546,4,1,25649,
1546,6,1,7436,22:47:05
1546,13,1,16703,
1547,13,1,16703,
1547,1,1,320,
1547,4,1,25649,
1547,7,1,17587,3:09:33
1547,12,1,9206,3:11:17
1547,1,1,320,3:35:25
1547,11,1,7947,3:40:55
1547,12,1,9206,3:55:30
1548,3,1,15327,
1548,3,1,15327,
1548,1,1,320,
1548,11,1,7947,8:19:38
1548,1,1,320,8:27:51
1548,12,1,9206,8:40:02
1548,6,1,7436,8:44:03
1548,3,1,15327,8:59:21
1549,9,1,3662,22:47:12
1550,4,1,25649,
1550,1,1,320,
1550,5,1,19811,
1550,8,1,16864,
1550,9,1,3662,1:05:09
1550,13,1,16703,
1550,1,1,320,1:19:19
1550,8,1,16864,1:42:20
1551,7,1,17587,
1551,4,1,25649,
1551,9,1,3662,8:36:55
1551,6,1,7436,8:41:22
1551,5,1,19811,8:53:04
1552,6,1,7436,
1552,10,1,25049,
1552,7,1,17587,
1552,11,1,7947,
1552,5,1,19811,3:04:39
1552,7,1,17587,3:13:31
1552,8,1,16864,3:22:20
1552,7,1,17587,3:24:32
1552,6,1,7436,3:38:46
1553,4,1,25649,
1553,1,1,320,
1553,5,1,19811,
1553,11,1,7947,3:10:43
1553,3,1,15327,3:13:24
1553,6,1,7436,3:27:11
1554,13,1,16703,
1554,8,1,16864,
1554,7,1,17587,21:17:16
1555,7,1,17587,
1555,8,1,16864,
1555,8,1,16864,
1555,4,1,25649,
1555,13,1,16703,
1555,6,1,7436,14:22:28
1555,6,1,7436,14:44:12
1555,10,1,25049,14:49:32
1556,1,1,320,
1556,7,1,17587,
1556,10,1,25049,2:23:09
1557,4,1,25649,
1557,10,1,25049,
1557,1,1,320,
1557,9,1,3662,4:04:46
1557,4,1,25649,4:06:03
1557,9,1,3662,4:06:09
1557,1,1,320,4:06:36
1557,1,1,320,4:19:13
1557,10,1,25049,4:25:33
1557,8,1,16864,4:26:35
1557,1,1,320,4:31:05
1558,7,1,17587,
1558,6,1,7436,
1558,5,1,19811,
1558,8,1,16864,
1558,12,1,9206,23:13:14
1558,6,1,7436,23:25:57
1558,8,1,16864,23:28:25
1558,5,1,19811,23:38:47
1558,7,1,17587,23:47:57
1558,6,1,7436,23:51:48
1559,8,1,16864,
1559,6,1,7436,
1559,4,1,25649,
1559,5,1,19811,
1560,1,1,320,
1560,8,1,16864,
1560,9,1,3662,
1560,13,1,16703,
1561,3,1,15327,
1561,13,1,16703,
1561,8,1,16864,17:32:10
1561,8,1,16864,17:37:02
1561,1,1,320,17:48:48
1561,4,1,25649,17:57:29
1562,4,1,25649,
1562,13,1,16703,
1562,4,1,25649,
1562,11,1,7947,
1562,8,1,16864,
1562,11,1,7947,
1562,8,1,16864,11:01:09
1562,12,1,9206,11:27:10
1562,13,1,16703,
1563,1,1,320,
1563,10,1,25049,
1563,4,1,25649,
1563,7,1,17587,16:22:23
1563,13,1,16703,
1563,4,1,25649,16:52:05
1564,4,1,25649,
1564,13,1,16703,
1565,9,1,3662,18:24:42
1565,1,1,320,18:59:28
1566,12,1,9206,
1566,4,1,25649,
1566,7,1,17587,
1566,5,1,19811,22:05:33
1566,5,1,19811,22:11:13
1566,9,1,3662,22:12:17
1567,7,1,17587,
1567,8,1,16864,
1567,7,1,17587,14:44:13
1567,11,1,7947,14:51:12
1567,3,1,15327,14:55:48
1567,11,1,7947,14:58:21
1568,4,1,25649,
1568,3,1,15327,
1568,4,1,25649,
1568,7,1,17587,
1568,4,1,25649,
1568,9,1,3662,15:48:41
1569,9,1,3662,
1569,13,1,16703,
1569,4,1,25649,
1569,7,1,17587,
1569,12,1,9206,
1569,9,1,3662,14:18:05
1569,13,1,16703,
1569,12,1,9206,14:26:50
1569,10,1,25049,14:29:52
1570,4,1,25649,
1570,4,1,25649,
1570,4,1,25649,
1570,11,1,7947,
1570,3,1,15327,9:03:46
1570,10,1,25049,9:30:20
1570,13,1,16703,
1571,4,1,25649,
1571,9,1,3662,
1571,7,1,17587,
1571,1,1,320,
1571,9,1,3662,
1571,9,1,3662,
1571,12,1,9206,6:22:16
1571,10,1,25049,6:34:54
1571,8,1,16864,6:45:35
1571,10,1,25049,6:54:16
1571,13,1,16703,
1572,7,1,17587,4:45:59
1573,11,1,7947,
1573,10,1,25049,
1573,13,1,16703,
1573,9,1,3662,
1573,11,1,7947,
1573,1,1,320,
1573,7,1,17587,18:07:51
1573,11,1,7947,18:48:34
1573,10,1,25049,18:55:28
1574,7,1,17587,
1574,9,1,3662,8:25:10
1574,12,1,9206,8:46:33
1574,12,1,9206,8:51:41
1575,9,1,3662,
1575,4,1,25649,4:32:52
1575,1,1,320,4:48:54
1576,8,1,16864,
1576,8,1,16864,
1576,4,1,25649,
1576,7,1,17587,17:06:40
1576,12,1,9206,17:08:56
1576,12,1,9206,17:35:38
1577,9,1,3662,
1577,4,1,25649,2:44:54
1578,13,1,16703,
1579,13,1,16703,
1579,12,1,9206,
1579,3,1,15327,
1579,1,1,320,19:18:49
1580,13,1,16703,
1580,7,1,17587,2:11:14
1581,3,1,15327,
1581,9,1,3662,
1581,3,1,15327,
1581,3,1,15327,
1581,7,1,17587,
1581,13,1,16703,
1581,7,1,17587,8:24:33
1582,1,1,320,6:44:41
1582,1,1,320,6:48:01
1583,13,1,16703,
1583,8,1,16864,17:59:38
1584,1,1,320,
1584,12,1,9206,
1584,8,1,16864,
1584,9,1,3662,
1584,3,1,15327,4:54:30
1584,10,1,25049,4:58:22
1585,1,1,320,
1585,4,1,25649,
1585,13,1,16703,
1585,12,1,9206,
1585,9,1,3662,17:10:50
1585,12,1,9206,17:13:35
1585,1,1,320,17:21:54
1585,4,1,25649,17:29:22
1585,11,1,7947,17:29:49
1586,4,1,25649,
1586,12,1,9206,
1586,7,1,17587,8:22:16
1586,11,1,7947,8:37:11
1586,8,1,16864,8:43:02
1586,9,1,3662,8:47:08
1587,12,1,9206,2:21:46
1587,1,1,320,2:55:35
1587,1,1,320,2:57:02
1588,9,1,3662,
1588,10,1,25049,
1588,7,1,17587,17:06:04
1588,1,1,320,17:07:45
1588,9,1,3662,17:10:54
1588,4,1,25649,17:24:01
1588,11,1,7947,17:25:40
1589,1,1,320,
1589,11,1,7947,6:22:35
1589,11,1,7947,6:41:11
1590,9,1,3662,22:03:04
1591,4,1,25649,
1591,1,1,320,
1591,9,1,3662,
1591,13,1,16703,
1591,8,1,16864,
1591,1,1,320,21:05:06
1591,9,1,3662,21:05:47
1591,13,1,16703,
1592,3,1,15327,
1592,8,1,16864,
1592,10,1,25049,
1592,7,1,17587,
1592,8,1,16864,
1592,11,1,7947,18:10:55
1592,12,1,9206,18:26:20
1592,13,1,16703,
1593,11,1,7947,
1593,1,1,320,
1593,8,1,16864,
1593,3,1,15327,9:24:04
1593,1,1,320,9:41:27
1594,10,1,25049,
1594,1,1,320,13:31:24
1595,8,1,16864,
1595,7,1,17587,
1595,8,1,16864,
1595,9,1,3662,
1595,4,1,25649,
1595,13,1,16703,
1595,10,1,25049,11:07:35
1595,11,1,7947,11:32:32
1595,13,1,16703,
1595,9,1,3662,11:40:07
1596,1,1,320,
1596,4,1,25649,
1596,13,1,16703,
1596,11,1,7947,
1596,8,1,16864,23:32:48
1597,11,1,7947,
1597,8,1,16864,1:18:35
1597,10,1,25049,1:33:26
1597,10,1,25049,1:35:25
1597,1,1,320,1:37:30
1597,13,1,16703,
1597,13,1,16703,
1597,1,1,320,1:55:34
1598,12,1,9206,
1599,11,1,7947,
1599,4,1,25649,
1599,8,1,16864,
1599,1,1,320,23:19:56
1600,10,1,25049,
1600,1,1,320,
1600,1,1,320,
1600,3,1,15327,
1600,12,1,9206,14:18:32
1600,7,1,17587,14:19:38
1600,8,1,16864,14:20:26
1600,12,1,9206,14:25:25
1600,7,1,17587,14:31:42
1600,3,1,15327,14:46:06
1600,4,1,25649,14:53:56
1601,12,1,9206,
1601,12,1,9206,19:38:35
1602,12,1,9206,
1602,9,1,3662,
1602,1,1,320,9:25:50
1602,11,1,7947,9:32:16
1602,12,1,9206,9:32:44
1603,13,1,16703,
1603,9,1,3662,
1603,7,1,17587,12:03:31
1603,11,1,7947,12:12:19
1603,9,1,3662,12:19:24
1603,8,1,16864,12:23:05
1603,1,1,320,12:23:19
1603,3,1,15327,12:30:29
1603,1,1,320,12:32:59
1603,3,1,15327,12:51:12
1604,3,1,15327,
1604,8,1,16864,9:15:14
1604,10,1,25049,9:18:17
1605,9,1,3662,15:06:43
1605,10,1,25049,15:08:25
1605,10,1,25049,15:12:03
1605,9,1,3662,15:22:21
1606,13,1,16703,
1606,10,1,25049,4:19:06
1606,1,1,320,4:21:21
1606,13,1,16703,
1606,1,1,320,4:48:06
1608,10,1,25049,
1609,4,1,25649,
1609,10,1,25049,
1609,13,1,16703,
1610,7,1,17587,
1611,4,1,25649,
1611,1,1,320,
1611,7,1,17587,
1611,4,1,25649,
1611,8,1,16864,
1611,7,1,17587,14:11:09
1611,13,1,16703,
1611,13,1,16703,
1612,9,1,3662,16:16:07
1612,13,1,16703,
1613,12,1,9206,
1613,13,1,16703,
1613,13,1,16703,
1613,4,1,25649,13:10:44
1613,10,1,25049,13:39:17
1613,13,1,16703,
1614,3,1,15327,
1614,8,1,16864,
1614,13,1,16703,
1614,8,1,16864,
1614,3,1,15327,
1614,4,1,25649,11:27:19
1614,9,1,3662,11:32:23
1614,10,1,25049,11:34:06
1615,7,1,17587,
1615,8,1,16864,
1615,7,1,17587,5:02:50
1615,8,1,16864,5:12:19
1615,9,1,3662,5:15:37
1615,13,1,16703,
1615,3,1,15327,5:37:05
1615,4,1,25649,5:49:54
1616,9,1,3662,
1616,13,1,16703,
1616,8,1,16864,23:39:57
1617,4,1,25649,
1617,1,1,320,
1617,12,1,9206,
1617,13,1,16703,
1618,12,1,9206,
1618,8,1,16864,
1618,12,1,9206,12:20:58
1618,7,1,17587,12:43:30
1619,8,1,16864,
1619,4,1,25649,
1619,7,1,17587,
1619,3,1,15327,2:05:53
1619,7,1,17587,2:10:57
1619,9,1,3662,2:39:31
1619,3,1,15327,2:43:23
1620,13,1,16703,
1620,12,1,9206,
1620,10,1,25049,12:13:43
1620,10,1,25049,12:40:16
1620,12,1,9206,12:42:45
1621,3,1,15327,19:06:33
1621,9,1,3662,19:18:40
1621,12,1,9206,19:33:35
1621,8,1,16864,19:48:59
1621,3,1,15327,19:54:44
1622,13,1,16703,
1622,13,1,16703,
1622,1,1,320,3:14:09
1622,7,1,17587,3:33:28
1622,8,1,16864,3:54:58
1623,7,1,17587,
1623,12,1,9206,
1623,9,1,3662,
1623,3,1,15327,17:31:43
1623,12,1,9206,17:46:33
1623,1,1,320,17:56:21
1624,4,1,25649,
1625,4,1,25649,
1625,12,1,9206,
1625,7,1,17587,
1625,4,1,25649,
1625,1,1,320,23:02:24
1625,3,1,15327,23:04:16
1625,3,1,15327,23:20:09
1625,13,1,16703,
1625,12,1,9206,23:45:17
1626,10,1,25049,
1626,3,1,15327,
1626,8,1,16864,13:16:38
1626,8,1,16864,13:18:48
1626,10,1,25049,13:43:59
1626,8,1,16864,13:50:10
1626,1,1,320,13:55:09
1627,7,1,17587,
1627,4,1,25649,21:03:50
1627,8,1,16864,21:29:39
1628,7,1,17587,
